Treatment_Number,Animal_ID,Condition_Type,Treatment_Date,Treatment_Time,Treatment_By,Treatment_Type,Treatment_Subtype,Number_of_Days,Weight,Temperature,Visit_Number,Visit_Type,Visit_Reason,Month,Year
T18-869244,A1053554,,12/29/2018,17:19:55.270000,,HEARTWORM TEST,NEGATIVE,,,,T18-869243,,,DEC.2018,FY2019
T19-942933,A1061514,,03/20/2019,09:57:21.507000,,HEARTWORM TEST,LOW POSITIVE,,,,T19-942925,,,MAR.2019,FY2019
T18-870149,A1053554,,12/31/2018,10:47:51.373000,,MICROCHIP (24HR PET WATCH),,,,,T18-870143,,,DEC.2018,FY2019
T19-952571,A1062256,,03/30/2019,10:47:09.083000,,,,1,,,T19-952568,,,MAR.2019,FY2019
T19-955085,A1062915,,04/02/2019,11:39:46.810000,,HEARTWORM TEST,NEGATIVE,,,,T19-955032,,,APR.2019,FY2019
T19-955084,A1049500,,04/02/2019,11:39:18.120000,,,,1,,,T19-955055,,,APR.2019,FY2019
T19-955180,A1054102,,04/02/2019,12:25:00.633000,,,,14,,,T19-955175,,,APR.2019,FY2019
T18-870143,A1053554,TREATABLE REHABILITABLE NON-CONTAGIOUS,12/31/2018,10:46:00,VL,,,,48,,T18-870143,SURGERY-,,DEC.2018,FY2019
T18-870152,A1053554,,12/31/2018,10:48:16.453000,,,,1,,,T18-870143,,,DEC.2018,FY2019
T18-869243,A1053554,TREATABLE REHABILITABLE NON-CONTAGIOUS,12/29/2018,17:19:00,NG/DEON,,,,,,T18-869243,EXAM-VISUAL,,DEC.2018,FY2019
T19-942928,A1061514,,03/20/2019,09:57:07.453000,,,,1,,,T19-942925,,,MAR.2019,FY2019
T18-870145,A1053554,,12/31/2018,10:47:31.497000,,,,1,,,T18-870143,,,DEC.2018,FY2019
T18-870158,A1053554,,12/31/2018,10:48:37.670000,,,,1,,,T18-870143,,,DEC.2018,FY2019
T19-955111,A1062466,,04/02/2019,11:52:22.490000,,,,1,,,T19-955087,,,APR.2019,FY2019
T19-942912,A1060962,,03/20/2019,09:55:04.950000,,,,1,,,T19-942905,,,MAR.2019,FY2019
T19-955113,A1062466,,04/02/2019,11:52:28.713000,,,,1,,,T19-955087,,,APR.2019,FY2019
T19-952569,A1062256,,03/30/2019,10:46:58.540000,,,,1,,,T19-952568,,,MAR.2019,FY2019
T19-952570,A1062256,,03/30/2019,10:47:02.620000,,,,1,,,T19-952568,,,MAR.2019,FY2019
T19-932461,A1060398,,03/08/2019,13:36:57.100000,,HEARTWORM TEST,HIGH POSITIVE,,,,T19-932367,,,MAR.2019,FY2019
T19-955190,A1060522,,04/02/2019,12:27:04.913000,,,,14,,,T19-955186,,,APR.2019,FY2019
T19-955067,A1062405,TREATABLE REHABILITABLE NON-CONTAGIOUS,04/02/2019,11:26:00,,,,,,,T19-955067,VET CHECK,,APR.2019,FY2019
T19-943098,A1061109,,03/20/2019,11:16:41.893000,,,,1,,,T19-943097,,,MAR.2019,FY2019
T19-943034,A1060936,,03/20/2019,10:31:54.973000,,,,3,,,T19-943024,,,MAR.2019,FY2019
T19-943090,A1061226,,03/20/2019,11:11:32.730000,,,,1,,,T19-943087,,,MAR.2019,FY2019
T19-911644,A1057772,,02/13/2019,10:17:36.010000,,,,3,,,T19-911638,,,FEB.2019,FY2019
T19-955114,A1062466,,04/02/2019,11:52:36.507000,,,,3,,,T19-955087,,,APR.2019,FY2019
T19-949539,A1062339,,03/26/2019,18:44:09.857000,,,,1,,,T19-949534,,,MAR.2019,FY2019
T19-914575,A1057772,UNKNOWN,02/16/2019,11:15:00,,,,,68,,T19-914575,VET CHECK,,FEB.2019,FY2019
T19-919796,A1057772,TREATABLE REHABILITABLE CONTAGIOUS,02/22/2019,11:33:00,NG,,,,,,T19-919796,EXAM-VISUAL,,FEB.2019,FY2019
T19-907746,A1057772,,02/08/2019,14:15:28.777000,,MICROCHIP (24HR PET WATCH),,,,,T19-907740,,,FEB.2019,FY2019
T19-908459,A1057772,TREATABLE REHABILITABLE NON-CONTAGIOUS,02/09/2019,12:55:00,SR/ER,,,,,,T19-908459,EXAM,,FEB.2019,FY2019
T19-907747,A1057772,,02/08/2019,14:15:37.470000,,,,1,,,T19-907740,,,FEB.2019,FY2019
T19-955175,A1054102,TREATABLE REHABILITABLE NON-CONTAGIOUS,04/02/2019,12:23:00,OB,,,,,,T19-955175,EXAM-VISUAL,,APR.2019,FY2019
T19-943091,A1061226,,03/20/2019,11:11:38.140000,,,,1,,,T19-943087,,,MAR.2019,FY2019
T19-955132,A1062581,,04/02/2019,12:05:43.527000,,,,1,,,T19-955128,,,APR.2019,FY2019
T19-910326,A1058078,,02/11/2019,18:13:22.803000,,,,1,,,T19-910322,,,FEB.2019,FY2019
T19-911641,A1057772,,02/13/2019,10:17:09.170000,,,,1,,,T19-911638,,,FEB.2019,FY2019
T19-911640,A1057772,,02/13/2019,10:17:03.590000,,,,1,,,T19-911638,,,FEB.2019,FY2019
T19-913958,A1058078,TREATABLE REHABILITABLE NON-CONTAGIOUS,02/15/2019,13:52:00,PA,,,,48,,T19-913958,SURGERY-,,FEB.2019,FY2019
T19-943030,A1060936,,03/20/2019,10:31:29.607000,,,,1,,,T19-943024,,,MAR.2019,FY2019
T19-910328,A1058078,,02/11/2019,18:13:34.020000,,,,1,,,T19-910322,,,FEB.2019,FY2019
T19-943100,A1061109,,03/20/2019,11:16:54.957000,,,,1,,,T19-943097,,,MAR.2019,FY2019
T19-913959,A1058078,,02/15/2019,13:55:56.680000,,,,1,,,T19-913958,,,FEB.2019,FY2019
T19-943088,A1061226,,03/20/2019,11:11:20.240000,,,,1,,,T19-943087,,,MAR.2019,FY2019
T19-943031,A1060936,,03/20/2019,10:31:34.717000,,,,1,,,T19-943024,,,MAR.2019,FY2019
T19-906277,A1057564,,02/06/2019,17:13:52.363000,,,,1,,,T19-906269,,,FEB.2019,FY2019
T19-910325,A1058078,,02/11/2019,18:13:18.900000,,,,1,,,T19-910322,,,FEB.2019,FY2019
T19-949538,A1062339,,03/26/2019,18:44:07.367000,,,,1,,,T19-949534,,,MAR.2019,FY2019
T19-913963,A1058078,,02/15/2019,13:56:18.890000,,,,3,,,T19-913958,,,FEB.2019,FY2019
T19-943102,A1061109,,03/20/2019,11:17:08.097000,,,,3,,,T19-943097,,,MAR.2019,FY2019
T19-907740,A1057772,TREATABLE REHABILITABLE NON-CONTAGIOUS,02/08/2019,14:14:00,VL,,,,63,,T19-907740,EXAM - ADOPTION,,FEB.2019,FY2019
T19-910329,A1058078,,02/11/2019,18:13:39.150000,,MICROCHIP (24HR PET WATCH),,,,,T19-910322,,,FEB.2019,FY2019
T19-955266,A0523893,,03/29/2019,13:12:21.930000,,,,1,,,T19-955264,,,MAR.2019,FY2019
T19-906275,A1057564,,02/06/2019,17:13:45.197000,,,,1,,,T19-906269,,,FEB.2019,FY2019
T19-943087,A1061226,TREATABLE REHABILITABLE NON-CONTAGIOUS,03/20/2019,11:10:00,AR/PA,,,,47,,T19-943087,SURGERY-,,MAR.2019,FY2019
T19-949536,A1062339,,03/26/2019,18:44:02.263000,,HEARTWORM TEST,NEGATIVE,,,,T19-949534,,,MAR.2019,FY2019
T19-907744,A1057772,,02/08/2019,14:15:19.033000,,,,1,,,T19-907740,,,FEB.2019,FY2019
T19-943092,A1061226,,03/20/2019,11:11:43.897000,,,,3,,,T19-943087,,,MAR.2019,FY2019
T19-943101,A1061109,,03/20/2019,11:17:01.047000,,,,1,,,T19-943097,,,MAR.2019,FY2019
T19-943033,A1060936,,03/20/2019,10:31:49.510000,,,,1,,,T19-943024,,,MAR.2019,FY2019
T19-943025,A1060936,,03/20/2019,10:31:00.247000,,IN-HEAT,,,,,T19-943024,,,MAR.2019,FY2019
T19-955279,A1062919,,04/02/2019,13:13:57.570000,,,,1,,,T19-955272,,,APR.2019,FY2019
T19-914972,A1057772,,02/16/2019,16:33:12.690000,,,,14,,,T19-914575,,,FEB.2019,FY2019
T19-949535,A1062339,,03/26/2019,18:44:00.210000,,MICROCHIP (24HR PET WATCH),,,,,T19-949534,,,MAR.2019,FY2019
T19-943089,A1061226,,03/20/2019,11:11:25.593000,,,,1,,,T19-943087,,,MAR.2019,FY2019
T19-943099,A1061109,,03/20/2019,11:16:46.117000,,,,1,,,T19-943097,,,MAR.2019,FY2019
T19-911638,A1057772,TREATABLE REHABILITABLE NON-CONTAGIOUS,02/13/2019,10:16:00,PA,,,,68,,T19-911638,SURGERY-,,FEB.2019,FY2019
T19-914971,A1057772,,02/16/2019,16:33:07.603000,,,,14,,,T19-914575,,,FEB.2019,FY2019
T19-906273,A1057564,,02/06/2019,17:13:30.813000,,,,1,,,T19-906269,,,FEB.2019,FY2019
T19-904801,A1057424,,02/05/2019,11:59:24.903000,,,,3,,,T19-904795,,,FEB.2019,FY2019
T19-955248,A1062939,,04/02/2019,12:55:36.710000,,,,3,,,T19-955239,,,APR.2019,FY2019
T19-931408,A1057424,,03/07/2019,11:35:05.750000,,,,1,,,T19-931402,,,MAR.2019,FY2019
T19-955303,A1057424,TREATABLE REHABILITABLE NON-CONTAGIOUS,04/02/2019,13:17:00,LS,,,,14.4,,T19-955303,EXAM - ADOPTION,,APR.2019,FY2019
T19-955278,A1062919,,04/02/2019,13:13:53.397000,,,,1,,,T19-955272,,,APR.2019,FY2019
T19-907742,A1057772,,02/08/2019,14:15:05.977000,,,,1,,,T19-907740,,,FEB.2019,FY2019
T19-926452,A1057772,UNKNOWN,03/01/2019,17:01:00,,,,,,,T19-926452,VET CHECK,,MAR.2019,FY2019
T19-910323,A1058078,,02/11/2019,18:13:07.340000,,,,1,,,T19-910322,,,FEB.2019,FY2019
T19-955239,A1062939,TREATABLE REHABILITABLE NON-CONTAGIOUS,04/02/2019,12:52:00,LS,,,,55,,T19-955239,EXAM - ADOPTION,,APR.2019,FY2019
T19-913961,A1058078,,02/15/2019,13:56:07.477000,,,,1,,,T19-913958,,,FEB.2019,FY2019
T19-955350,A1062896,,04/02/2019,13:29:36.180000,,,,1,,,T19-955347,,,APR.2019,FY2019
T19-908460,A1057772,,02/09/2019,12:56:15.037000,,,,1,,,T19-908459,,,FEB.2019,FY2019
T19-907743,A1057772,,02/08/2019,14:15:10.737000,,,,1,,,T19-907740,,,FEB.2019,FY2019
T19-910322,A1058078,TREATABLE REHABILITABLE NON-CONTAGIOUS,02/11/2019,18:09:00,OB,,,,47,,T19-910322,INTAKE EXAM,,FEB.2019,FY2019
T19-910327,A1058078,,02/11/2019,18:13:27.440000,,,,1,,,T19-910322,,,FEB.2019,FY2019
T19-943097,A1061109,TREATABLE REHABILITABLE NON-CONTAGIOUS,03/20/2019,11:14:00,VL/PA,,,,35,,T19-943097,SURGERY-,,MAR.2019,FY2019
T19-907741,A1057772,,02/08/2019,14:15:03.083000,,,,1,,,T19-907740,,,FEB.2019,FY2019
T19-910324,A1058078,,02/11/2019,18:13:11.563000,,,,1,,,T19-910322,,,FEB.2019,FY2019
T19-910330,A1058078,,02/11/2019,18:13:45.450000,,HEARTWORM TEST,NEGATIVE,,,,T19-910322,,,FEB.2019,FY2019
T19-911639,A1057772,,02/13/2019,10:16:23.863000,,IN-HEAT,,,,,T19-911638,,,FEB.2019,FY2019
T19-955241,A1062939,,04/02/2019,12:54:06.987000,,,,1,,,T19-955239,,,APR.2019,FY2019
T19-955291,A1062931,,04/02/2019,13:15:31.980000,,,,1,,,T19-955286,,,APR.2019,FY2019
T19-904177,A1057424,,02/04/2019,17:58:29.583000,,,,1,,,T19-904173,,,FEB.2019,FY2019
T19-955247,A1062939,,04/02/2019,12:55:26.540000,,,,1,,,T19-955239,,,APR.2019,FY2019
T19-907745,A1057772,,02/08/2019,14:15:25.110000,,HEARTWORM TEST,NEGATIVE,,,,T19-907740,,,FEB.2019,FY2019
T19-911643,A1057772,,02/13/2019,10:17:23.200000,,,,1,,,T19-911638,,,FEB.2019,FY2019
T19-949534,A1062339,TREATABLE REHABILITABLE NON-CONTAGIOUS,03/26/2019,18:42:00,ER,,,,50,,T19-949534,INTAKE EXAM,,MAR.2019,FY2019
T19-913960,A1058078,,02/15/2019,13:56:01.057000,,,,1,,,T19-913958,,,FEB.2019,FY2019
T19-955244,A1062939,,04/02/2019,12:54:35.910000,,MICROCHIP (24HR PET WATCH),,,,,T19-955239,,,APR.2019,FY2019
T19-955287,A1062931,,04/02/2019,13:15:18.323000,,MICROCHIP (24HR PET WATCH),,,,,T19-955286,,,APR.2019,FY2019
T19-911642,A1057772,,02/13/2019,10:17:17.630000,,,,1,,,T19-911638,,,FEB.2019,FY2019
T19-943032,A1060936,,03/20/2019,10:31:42.487000,,,,1,,,T19-943024,,,MAR.2019,FY2019
T19-955290,A1062931,,04/02/2019,13:15:28.663000,,,,1,,,T19-955286,,,APR.2019,FY2019
T19-904180,A1057424,,02/04/2019,17:58:42.030000,,,,1,,,T19-904173,,,FEB.2019,FY2019
T19-931402,A1057424,TREATABLE REHABILITABLE NON-CONTAGIOUS,03/07/2019,11:33:00,ER,,,,10.8,,T19-931402,INTAKE EXAM,,MAR.2019,FY2019
T19-943024,A1060936,TREATABLE REHABILITABLE NON-CONTAGIOUS,03/20/2019,10:30:00,AR/PA,,,,50,,T19-943024,SURGERY-,,MAR.2019,FY2019
T19-906276,A1057564,,02/06/2019,17:13:48.370000,,,,1,,,T19-906269,,,FEB.2019,FY2019
T19-955289,A1062931,,04/02/2019,13:15:25.913000,,HEARTWORM TEST,NEGATIVE,,,,T19-955286,,,APR.2019,FY2019
T19-906274,A1057564,,02/06/2019,17:13:36.180000,,,,1,,,T19-906269,,,FEB.2019,FY2019
T19-904178,A1057424,,02/04/2019,17:58:35.377000,,,,1,,,T19-904173,,,FEB.2019,FY2019
T19-955270,A0523893,,03/29/2019,13:13:18.543000,,,,1,,,T19-955264,,,MAR.2019,FY2019
T19-955306,A1057424,,04/02/2019,13:18:54.423000,,,,1,,,T19-955303,,,APR.2019,FY2019
T19-955305,A1057424,,04/02/2019,13:18:51.600000,,,,1,,,T19-955303,,,APR.2019,FY2019
T19-955304,A1057424,,04/02/2019,13:18:47.927000,,,,1,,,T19-955303,,,APR.2019,FY2019
T19-955293,A1062931,,04/02/2019,13:15:39.033000,,,,1,,,T19-955286,,,APR.2019,FY2019
T19-949537,A1062339,,03/26/2019,18:44:04.370000,,,,1,,,T19-949534,,,MAR.2019,FY2019
T19-955264,A0523893,TREATABLE REHABILITABLE NON-CONTAGIOUS,03/29/2019,13:11:00,LS,,,,99,,T19-955264,INTAKE EXAM,,MAR.2019,FY2019
T19-931405,A1057424,,03/07/2019,11:34:54.773000,,,,1,,,T19-931402,,,MAR.2019,FY2019
T19-937762,A1043326,,03/14/2019,15:02:21.367000,,,,1,,,T19-937757,,,MAR.2019,FY2019
T19-906269,A1057564,TREATABLE REHABILITABLE NON-CONTAGIOUS,02/06/2019,17:12:00,ER,,,,50,,T19-906269,INTAKE EXAM,,FEB.2019,FY2019
T19-937761,A1043326,,03/14/2019,15:02:17.653000,,,,1,,,T19-937757,,,MAR.2019,FY2019
T19-937758,A1043326,,03/14/2019,15:02:03.303000,,,,1,,,T19-937757,,,MAR.2019,FY2019
T19-931406,A1057424,,03/07/2019,11:34:58.997000,,,,1,,,T19-931402,,,MAR.2019,FY2019
T19-949605,A1062264,,03/26/2019,19:23:07.547000,,MICROCHIP (24HR PET WATCH),,,,,T19-949604,,,MAR.2019,FY2019
T19-949606,A1062264,,03/26/2019,19:23:10.230000,,HEARTWORM TEST,HIGH POSITIVE,,,,T19-949604,,,MAR.2019,FY2019
T19-955292,A1062931,,04/02/2019,13:15:35.460000,,,,1,,,T19-955286,,,APR.2019,FY2019
T19-955308,A1057424,,04/02/2019,13:19:20.927000,,,,1,,,T19-955303,,,APR.2019,FY2019
T19-931403,A1057424,,03/07/2019,11:34:49.693000,,,,1,,,T19-931402,,,MAR.2019,FY2019
T19-937760,A1043326,,03/14/2019,15:02:12.463000,,,,1,,,T19-937757,,,MAR.2019,FY2019
T19-906279,A1057564,,02/06/2019,17:14:00.780000,,HEARTWORM TEST,HIGH POSITIVE,,,,T19-906269,,,FEB.2019,FY2019
T19-955246,A1062939,,04/02/2019,12:54:45.340000,,X-RAY,,,,,T19-955239,,,APR.2019,FY2019
T19-904797,A1057424,,02/05/2019,11:59:03.390000,,,,1,,,T19-904795,,,FEB.2019,FY2019
T19-955243,A1062939,,04/02/2019,12:54:15.897000,,,,1,,,T19-955239,,,APR.2019,FY2019
T19-904173,A1057424,TREATABLE REHABILITABLE NON-CONTAGIOUS,02/04/2019,17:42:00,LS/ER,,,,4.8,,T19-904173,INTAKE EXAM,,FEB.2019,FY2019
T19-955309,A1057424,,04/02/2019,13:19:34.243000,,,,1,,,T19-955303,,,APR.2019,FY2019
T19-955277,A1062919,,04/02/2019,13:13:49.727000,,,,1,,,T19-955272,,,APR.2019,FY2019
T19-955294,A1062931,,04/02/2019,13:15:46.703000,,,,1,,,T19-955286,,,APR.2019,FY2019
T19-955245,A1062939,,04/02/2019,12:54:41.890000,,HEARTWORM TEST,HIGH POSITIVE,,,,T19-955239,,,APR.2019,FY2019
T19-906278,A1057564,,02/06/2019,17:13:55.953000,,MICROCHIP (24HR PET WATCH),,,,,T19-906269,,,FEB.2019,FY2019
T19-937757,A1043326,TREATABLE REHABILITABLE NON-CONTAGIOUS,03/14/2019,15:01:00,SR,,,,44.8,,T19-937757,INTAKE EXAM,,MAR.2019,FY2019
T19-955268,A0523893,,03/29/2019,13:12:37.497000,,HEARTWORM TEST,NEGATIVE,,,,T19-955264,,,MAR.2019,FY2019
T19-937763,A1043326,,03/14/2019,15:02:25.680000,,HEARTWORM TEST,NEGATIVE,,,,T19-937757,,,MAR.2019,FY2019
T19-949634,A1062264,,03/26/2019,19:34:54.200000,,,,1,,,T19-949604,,,MAR.2019,FY2019
T19-955275,A1062919,,04/02/2019,13:13:41.540000,,,,1,,,T19-955272,,,APR.2019,FY2019
T19-949632,A1062264,,03/26/2019,19:34:46.113000,,,,1,,,T19-949604,,,MAR.2019,FY2019
T19-955286,A1062931,TREATABLE REHABILITABLE NON-CONTAGIOUS,04/02/2019,13:12:00,NG,,,,48.2,,T19-955286,INTAKE EXAM,,APR.2019,FY2019
T19-949635,A1062264,,03/26/2019,19:34:57.633000,,,,1,,,T19-949604,,,MAR.2019,FY2019
T19-904174,A1057424,,02/04/2019,17:58:20.623000,,MICROCHIP (24HR PET WATCH),,,,,T19-904173,,,FEB.2019,FY2019
T19-931407,A1057424,,03/07/2019,11:35:03.473000,,,,1,,,T19-931402,,,MAR.2019,FY2019
T19-955272,A1062919,TREATABLE REHABILITABLE NON-CONTAGIOUS,04/02/2019,13:12:00,NG,,,,47.6,,T19-955272,INTAKE EXAM,,APR.2019,FY2019
T19-949631,A1062264,,03/26/2019,19:34:43.507000,,,,1,,,T19-949604,,,MAR.2019,FY2019
T19-955267,A0523893,,03/29/2019,13:12:29.230000,,,,1,,,T19-955264,,,MAR.2019,FY2019
T19-937759,A1043326,,03/14/2019,15:02:06.510000,,,,1,,,T19-937757,,,MAR.2019,FY2019
T19-955269,A0523893,,03/29/2019,13:12:45.280000,,,,1,,,T19-955264,,,MAR.2019,FY2019
T19-955347,A1062896,TREATABLE REHABILITABLE NON-CONTAGIOUS,04/02/2019,13:28:00,NG,,,,37,,T19-955347,EXAM - ADOPTION,,APR.2019,FY2019
T19-949633,A1062264,,03/26/2019,19:34:51.803000,,,,1,,,T19-949604,,,MAR.2019,FY2019
T19-955274,A1062919,,04/02/2019,13:13:38.380000,,HEARTWORM TEST,NEGATIVE,,,,T19-955272,,,APR.2019,FY2019
T19-927049,A1016066,,03/02/2019,13:32:09.887000,,,,1,,,T19-927048,,,MAR.2019,FY2019
T19-937813,A1060981,TREATABLE REHABILITABLE NON-CONTAGIOUS,03/14/2019,15:34:00,OB,,,,47.8,,T19-937813,INTAKE EXAM,,MAR.2019,FY2019
T19-904179,A1057424,,02/04/2019,17:58:38.583000,,,,1,,,T19-904173,,,FEB.2019,FY2019
T19-937860,A1060964,,03/14/2019,16:01:07.270000,,HEARTWORM TEST,HIGH POSITIVE,,,,T19-937858,,,MAR.2019,FY2019
T19-955265,A0523893,,03/29/2019,13:12:18.543000,,,,1,,,T19-955264,,,MAR.2019,FY2019
T19-943382,A1061573,,03/20/2019,14:21:17.303000,,,,1,,,T19-943377,,,MAR.2019,FY2019
T19-937815,A1060981,,03/14/2019,15:37:21.250000,,,,1,,,T19-937813,,,MAR.2019,FY2019
T19-943372,A1061575,TREATABLE REHABILITABLE NON-CONTAGIOUS,03/20/2019,14:16:00,SR,,,,56,,T19-943372,MEDICAL REVIEW,,MAR.2019,FY2019
T19-955348,A1062896,,04/02/2019,13:29:26.620000,,MICROCHIP (24HR PET WATCH),,,,,T19-955347,,,APR.2019,FY2019
T19-937823,A1060981,,03/14/2019,15:41:48.273000,,,,1,,,T19-937813,,,MAR.2019,FY2019
T19-937861,A1060964,,03/14/2019,16:01:12.500000,,,,1,,,T19-937858,,,MAR.2019,FY2019
T19-955307,A1057424,,04/02/2019,13:18:59.113000,,,,1,,,T19-955303,,,APR.2019,FY2019
T19-937858,A1060964,TREATABLE MANAGEABLE NON-CONTAGIOUS,03/14/2019,15:59:00,OB/ER,,,,37.2,,T19-937858,INTAKE EXAM,,MAR.2019,FY2019
T19-937833,A1060981,,03/14/2019,15:44:59.717000,,,,1,,,T19-937813,,,MAR.2019,FY2019
T19-955242,A1062939,,04/02/2019,12:54:10.507000,,,,1,,,T19-955239,,,APR.2019,FY2019
T19-955240,A1062939,,04/02/2019,12:54:03.647000,,,,1,,,T19-955239,,,APR.2019,FY2019
T19-937863,A1060964,,03/14/2019,16:01:22.547000,,,,1,,,T19-937858,,,MAR.2019,FY2019
T19-904176,A1057424,,02/04/2019,17:58:26.573000,,,,1,,,T19-904173,,,FEB.2019,FY2019
T19-943303,A1061359,,03/20/2019,12:47:20.100000,,,,1,,,T19-943299,,,MAR.2019,FY2019
T19-955273,A1062919,,04/02/2019,13:13:35.350000,,MICROCHIP (24HR PET WATCH),,,,,T19-955272,,,APR.2019,FY2019
T19-937866,A1060964,,03/14/2019,16:05:08.247000,,,,1,,,T19-937858,,,MAR.2019,FY2019
T19-904798,A1057424,,02/05/2019,11:59:07.477000,,,,1,,,T19-904795,,,FEB.2019,FY2019
T19-937865,A1060964,,03/14/2019,16:01:29.770000,,,,1,,,T19-937858,,,MAR.2019,FY2019
T19-955276,A1062919,,04/02/2019,13:13:46.277000,,,,1,,,T19-955272,,,APR.2019,FY2019
T19-904795,A1057424,TREATABLE REHABILITABLE NON-CONTAGIOUS,02/05/2019,11:58:00,PA,,,,7.4,,T19-904795,SURGERY-,,FEB.2019,FY2019
T19-955349,A1062896,,04/02/2019,13:29:33.243000,,HEARTWORM TEST,NEGATIVE,,,,T19-955347,,,APR.2019,FY2019
T19-904800,A1057424,,02/05/2019,11:59:19.280000,,,,1,,,T19-904795,,,FEB.2019,FY2019
T19-943302,A1061359,,03/20/2019,12:47:13.510000,,,,1,,,T19-943299,,,MAR.2019,FY2019
T19-943300,A1061359,,03/20/2019,12:46:42.380000,,PREGNANT,,,,,T19-943299,,,MAR.2019,FY2019
T19-904799,A1057424,,02/05/2019,11:59:14.550000,,,,1,,,T19-904795,,,FEB.2019,FY2019
T19-937832,A1060981,,03/14/2019,15:44:50.360000,,,,1,,,T19-937813,,,MAR.2019,FY2019
T19-937814,A1060981,,03/14/2019,15:37:16.650000,,,,1,,,T19-937813,,,MAR.2019,FY2019
T19-937864,A1060964,,03/14/2019,16:01:25.900000,,,,1,,,T19-937858,,,MAR.2019,FY2019
T19-937856,A1060936,,03/14/2019,15:50:55.020000,,HEARTWORM TEST,NEGATIVE,,,,T19-937384,,,MAR.2019,FY2019
T19-955271,A0523893,,03/29/2019,13:13:25.310000,,,,1,,,T19-955264,,,MAR.2019,FY2019
T19-917233,A1058343,,02/19/2019,13:06:14.923000,,,,1,,,T19-917231,,,FEB.2019,FY2019
T19-955351,A1062896,,04/02/2019,13:29:41.917000,,,,1,,,T19-955347,,,APR.2019,FY2019
T19-937836,A1060981,,03/14/2019,15:45:08.087000,,HEARTWORM TEST,NEGATIVE,,,,T19-937813,,,MAR.2019,FY2019
T19-904175,A1057424,,02/04/2019,17:58:22.960000,,,,1,,,T19-904173,,,FEB.2019,FY2019
T19-937859,A1060964,,03/14/2019,16:01:03.730000,,MICROCHIP (24HR PET WATCH),,,,,T19-937858,,,MAR.2019,FY2019
T19-937831,A1060981,,03/14/2019,15:44:43.860000,,,,1,,,T19-937813,,,MAR.2019,FY2019
T19-937862,A1060964,,03/14/2019,16:01:19.400000,,,,1,,,T19-937858,,,MAR.2019,FY2019
T19-955376,A1062895,,04/02/2019,13:33:33.697000,,,,1,,,T19-955366,,,APR.2019,FY2019
T19-955398,A1059604,TREATABLE REHABILITABLE NON-CONTAGIOUS,04/02/2019,13:37:00,LS,,,,,,T19-955398,EXAM,,APR.2019,FY2019
T19-955510,A1062043,,04/02/2019,14:10:33.223000,,,,1,,,T19-955507,,,APR.2019,FY2019
T19-949729,A1059337,TREATABLE REHABILITABLE NON-CONTAGIOUS,03/27/2019,09:27:00,OB,,,,,,T19-949729,EXAM-VISUAL,,MAR.2019,FY2019
T19-955443,A1062864,,04/02/2019,13:48:17.740000,,,,1,,,T19-955439,,,APR.2019,FY2019
T19-949746,A0759460,,03/27/2019,09:34:45.397000,,,,1,,,T19-949745,,,MAR.2019,FY2019
T19-955512,A1062043,TREATABLE REHABILITABLE NON-CONTAGIOUS,04/02/2019,14:08:00,,,,,,,T19-955512,VET CHECK,,APR.2019,FY2019
T19-955413,A1062945,,04/02/2019,13:42:18.027000,,,,1,,,T19-955410,,,APR.2019,FY2019
T19-955383,A1062892,TREATABLE REHABILITABLE NON-CONTAGIOUS,04/02/2019,13:36:00,IT,,,,48.8,,T19-955383,EXAM - ADOPTION,,APR.2019,FY2019
T19-917234,A1058343,,02/19/2019,13:06:21.540000,,,,1,,,T19-917231,,,FEB.2019,FY2019
T19-955388,A1016066,TREATABLE REHABILITABLE NON-CONTAGIOUS,04/02/2019,13:36:00,AG,,,,,,T19-955388,EXAM-VISUAL,,APR.2019,FY2019
T19-943299,A1061359,TREATABLE REHABILITABLE NON-CONTAGIOUS,03/20/2019,12:46:00,AR/PA,,,,53.6,,T19-943299,SURGERY-,,MAR.2019,FY2019
T19-955417,A1062945,,04/02/2019,13:42:36.187000,,,,1,,,T19-955410,,,APR.2019,FY2019
T19-955509,A1062043,,04/02/2019,14:09:58.050000,,,,1,,,T19-955507,,,APR.2019,FY2019
T19-949821,A1061870,,03/27/2019,10:16:07.287000,,,,1,,,T19-949820,,,MAR.2019,FY2019
T19-955500,A1061018,TREATABLE REHABILITABLE NON-CONTAGIOUS,04/02/2019,14:05:00,LV,,,,52.6,,T19-955500,INTAKE EXAM,,APR.2019,FY2019
T19-955378,A1062891,,04/02/2019,13:35:40.300000,,MICROCHIP (24HR PET WATCH),,,,,T19-955377,,,APR.2019,FY2019
T19-917186,A1058795,UNKNOWN,02/19/2019,12:31:00,,,,,,,T19-917186,VET CHECK,,FEB.2019,FY2019
T19-955407,A1062885,,04/02/2019,13:39:31.797000,,,,1,,,T19-955404,,,APR.2019,FY2019
T19-955442,A1062864,,04/02/2019,13:48:11.893000,,,,1,,,T19-955439,,,APR.2019,FY2019
T19-955525,A1062952,,04/02/2019,14:25:40.587000,,HEARTWORM TEST,NEGATIVE,,,,T19-955519,,,APR.2019,FY2019
T19-949751,A1059593,,03/27/2019,09:36:35.070000,,,,1,,,T19-949750,,,MAR.2019,FY2019
T19-955430,A1062900,,04/02/2019,13:44:16.830000,,,,1,,,T19-955425,,,APR.2019,FY2019
